                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.34631,                0.69148,                 3.0436,                0.93859,                0.81976,                0.44338,                0.69206,                0.64857,                0.81976,                0.44338,                0.69201,                0.68444,                0.35853,                0.36112,                 2.3275,                0.96333,             0.00025023,             0.00025023,             0.00025023
                      2,                 0.3269,                0.30311,                 1.4415,                 0.9018,                0.89031,                0.95782,                0.96973,                0.92936,                0.89031,                0.95782,                0.96962,                0.96064,                0.31147,                0.31663,                 1.0327,                0.90167,             0.00050406,             0.00050406,             0.00050406
                      3,                0.31907,                0.31627,                 1.0352,                0.89237,                0.97147,                0.95939,                0.97367,                0.94247,                0.97147,                0.95939,                0.97362,                0.95456,                0.29159,                0.34526,                0.84355,                 0.8765,             0.00075534,             0.00075534,             0.00075534
                      4,                0.30898,                0.30616,                0.89583,                0.89332,                0.96625,                0.96929,                0.97392,                0.93784,                0.96625,                0.96929,                0.97392,                0.96229,                0.35662,                0.23196,                0.87265,                0.95008,             0.00075758,             0.00075758,             0.00075758
                      5,                0.30825,                0.24684,                0.83325,                0.87909,                0.97862,                0.96949,                0.97461,                0.95504,                0.97862,                0.96949,                0.97394,                0.96327,                0.28673,                0.21972,                0.68259,                0.86935,             0.00075758,             0.00075758,             0.00075758
                      6,                0.30382,                0.20934,                0.76464,                0.88608,                0.96741,                0.94962,                0.97465,                 0.9574,                0.96741,                0.94962,                0.97361,                0.96158,                0.27001,                0.19923,                0.76685,                0.86648,             0.00075377,             0.00075377,             0.00075377
                      7,                0.30279,                0.25392,                0.74454,                0.88915,                 0.9841,                0.95716,                0.97392,                0.95371,                 0.9841,                0.95716,                0.97392,                0.95964,                 0.2768,                 0.2653,                0.70719,                0.87138,             0.00074997,             0.00074997,             0.00074997
                      8,                0.28166,                0.27272,                0.67804,                 0.8823,                0.97995,                 0.9496,                0.97393,                0.94943,                0.97995,                 0.9496,                0.97393,                0.96507,                0.29489,                0.21126,                0.70464,                0.91799,             0.00074616,             0.00074616,             0.00074616
                      9,                0.28802,                0.28076,                0.64882,                0.87298,                0.95534,                0.97746,                0.97393,                0.95529,                0.95534,                0.97746,                0.97393,                0.96615,                0.24387,                0.20078,                0.56865,                0.85449,             0.00074235,             0.00074235,             0.00074235
                     10,                0.27509,                0.24713,                0.58887,                0.87146,                0.99384,                0.97746,                0.97394,                0.96029,                0.99384,                0.97746,                0.97394,                0.96528,                0.26322,                0.21957,                0.54627,                0.85951,             0.00073855,             0.00073855,             0.00073855
                     11,                0.27005,                0.30358,                0.56431,                0.87457,                0.98686,                0.97746,                0.97392,                0.97049,                0.98686,                0.97746,                0.97392,                0.96383,                0.20119,                0.20012,                0.52444,                0.81263,             0.00073474,             0.00073474,             0.00073474
                     12,                0.27494,                0.24455,                0.52701,                0.87848,                0.98158,                0.97417,                0.97397,                0.95968,                0.98158,                0.97417,                0.97395,                0.96637,                0.25729,                0.20621,                0.53385,                0.86241,             0.00073093,             0.00073093,             0.00073093
                     13,                 0.2661,                0.21815,                0.52032,                0.87027,                0.97582,                0.97746,                0.97401,                0.96944,                0.97582,                0.97746,                0.97401,                0.96657,                0.20337,                0.18761,                0.50207,                0.81941,             0.00072713,             0.00072713,             0.00072713
                     14,                0.24917,                0.27068,                0.47378,                0.86384,                0.99236,                0.97746,                0.97424,                0.96714,                0.99236,                0.97746,                0.97424,                0.96688,                0.18883,                0.16971,                0.43055,                0.81337,             0.00072332,             0.00072332,             0.00072332
                     15,                0.24485,                0.20861,                 0.4525,                0.85781,                0.99683,                0.97746,                0.97408,                 0.9728,                0.99683,                0.97746,                0.97408,                0.96836,                0.16842,                0.18067,                0.38072,                0.79856,             0.00071951,             0.00071951,             0.00071951
                     16,                0.23909,                0.22514,                0.43798,                0.86816,                 0.9703,                0.97406,                0.97454,                0.96205,                 0.9703,                0.97406,                0.97419,                0.96707,                0.23912,                0.19514,                0.43171,                0.85369,             0.00071571,             0.00071571,             0.00071571
                     17,                0.24276,                0.24418,                0.41812,                0.86888,                0.99678,                0.97746,                0.97421,                0.96848,                0.99678,                0.97746,                0.97421,                 0.9657,                0.20554,                0.17998,                0.36356,                0.82414,              0.0007119,              0.0007119,              0.0007119
                     18,                0.24881,                0.21414,                0.40447,                0.86104,                0.99559,                0.97746,                0.97467,                 0.9604,                0.99559,                0.97746,                0.97467,                0.96581,                0.18941,                0.19253,                0.32085,                0.81697,              0.0007081,              0.0007081,              0.0007081
                     19,                0.24286,                0.25074,                0.38382,                0.86326,                0.97252,                0.97746,                 0.9745,                0.97046,                0.97252,                0.97746,                 0.9745,                0.96664,                0.18781,                 0.1896,                0.33393,                0.81456,             0.00070429,             0.00070429,             0.00070429
                     20,                0.23547,                0.23189,                0.37215,                0.86031,                0.99269,                0.97741,                0.97439,                0.96822,                0.99269,                0.97741,                0.97439,                0.94941,                0.21087,                0.28549,                0.32462,                0.81954,             0.00070048,             0.00070048,             0.00070048
                     21,                0.25625,                0.27317,                0.38048,                0.87255,                0.97836,                0.97746,                0.97466,                0.90538,                0.97836,                0.97746,                0.97466,                0.96384,                0.29458,                0.19162,                0.47043,                0.88922,             0.00069668,             0.00069668,             0.00069668
                     22,                0.23018,                0.23521,                0.36929,                0.86999,                0.98912,                0.97746,                0.97488,                0.96742,                0.98912,                0.97746,                0.97488,                0.96935,                0.17389,                0.16179,                0.26429,                0.80648,             0.00069287,             0.00069287,             0.00069287
                     23,                0.22906,                0.19222,                0.36183,                0.86391,                 0.9908,                0.97746,                0.97541,                0.96819,                 0.9908,                0.97746,                0.97541,                0.96958,                 0.1986,                0.18851,                0.31008,                0.82099,             0.00068906,             0.00068906,             0.00068906
                     24,                0.22455,                0.23615,                0.33802,                0.85561,                0.99112,                0.97746,                0.97485,                0.97308,                0.99112,                0.97746,                0.97485,                0.96859,                0.16147,                0.16513,                0.24901,                0.79801,             0.00068526,             0.00068526,             0.00068526
                     25,                0.22311,                0.22719,                0.34366,                0.85515,                0.98906,                0.97562,                0.97433,                0.97057,                0.98906,                0.97562,                0.97433,                0.96506,                0.16322,                0.20435,                0.25413,                0.80679,             0.00068145,             0.00068145,             0.00068145
                     26,                0.22381,                0.23736,                0.34222,                0.86846,                0.99617,                0.97746,                0.97529,                0.97059,                0.99617,                0.97746,                0.97529,                0.96845,                0.16474,                0.20996,                0.21724,                0.80225,             0.00067764,             0.00067764,             0.00067764
                     27,                0.22414,                0.24093,                0.32381,                0.85273,                0.99008,                0.96039,                0.97541,                0.97541,                0.99008,                0.96039,                0.97541,                0.96969,                 0.1619,                0.16173,                0.27908,                0.79849,             0.00067384,             0.00067384,             0.00067384
                     28,                0.22487,                0.18909,                0.32576,                 0.8622,                0.99385,                0.97746,                0.97506,                0.96698,                0.99385,                0.97746,                0.97506,                0.96664,                0.18097,                0.17761,                0.23099,                0.81345,             0.00067003,             0.00067003,             0.00067003
                     29,                0.22926,                0.18805,                0.32139,                0.86189,                0.99601,                0.97746,                0.97498,                0.97393,                0.99601,                0.97746,                0.97498,                0.96789,                0.16312,                 0.1894,                0.21081,                0.79476,             0.00066622,             0.00066622,             0.00066622
                     30,                0.21989,                 0.2303,                0.29882,                0.86034,                0.99683,                0.97746,                0.97575,                0.97172,                0.99683,                0.97746,                0.97575,                0.97069,                0.20359,                0.17027,                0.24286,                0.82294,             0.00066242,             0.00066242,             0.00066242
                     31,                0.23094,                0.23881,                0.29145,                0.86159,                0.99509,                0.97746,                0.97588,                0.97417,                0.99509,                0.97746,                0.97588,                0.97141,                0.17985,                 0.1657,                0.21874,                0.80871,             0.00065861,             0.00065861,             0.00065861
                     32,                0.21654,                0.18336,                0.27316,                0.85946,                0.99431,                0.97746,                 0.9752,                0.96291,                0.99431,                0.97746,                 0.9752,                0.96601,                0.17437,                0.18112,                0.22687,                  0.807,              0.0006548,              0.0006548,              0.0006548
                     33,                0.21674,                0.20475,                0.29402,                0.86036,                0.99504,                0.97746,                0.97609,                0.97194,                0.99504,                0.97746,                0.97609,                 0.9668,                0.19485,                0.24125,                0.22487,                0.81697,               0.000651,               0.000651,               0.000651
                     34,                0.22324,                0.21693,                0.28592,                0.85877,                0.99431,                0.97746,                 0.9771,                0.97553,                0.99431,                0.97746,                 0.9771,                0.96925,                0.16493,                0.20782,                0.19305,                0.80567,             0.00064719,             0.00064719,             0.00064719
                     35,                0.21554,                 0.2027,                0.26998,                0.86213,                0.99478,                0.97746,                0.97553,                0.97515,                0.99478,                0.97746,                0.97553,                0.97094,                0.15663,                0.16468,                0.19422,                0.80068,             0.00064338,             0.00064338,             0.00064338
                     36,                0.20634,                0.16767,                0.25666,                0.85374,                0.99277,                0.97746,                0.97647,                0.96842,                0.99277,                0.97746,                0.97647,                 0.9715,                0.18108,                0.22803,                0.22673,                0.81998,             0.00063958,             0.00063958,             0.00063958
                     37,                0.22701,                0.21653,                0.26847,                0.86443,                0.99436,                0.97746,                0.97673,                0.97317,                0.99436,                0.97746,                0.97673,                0.97094,                 0.1898,                0.19523,                0.22173,                0.81752,             0.00063577,             0.00063577,             0.00063577
                     38,                0.21496,                0.22262,                0.26168,                0.86342,                0.99556,                0.97746,                0.97801,                0.97703,                0.99556,                0.97746,                0.97801,                0.97461,                0.15682,                0.20888,                0.18878,                0.80241,             0.00063196,             0.00063196,             0.00063196
                     39,                0.21483,                0.19666,                0.26624,                0.85682,                 0.9968,                0.97746,                0.97609,                0.97411,                 0.9968,                0.97746,                0.97609,                0.96911,                0.16041,                0.29929,                0.19289,                 0.7956,             0.00062816,             0.00062816,             0.00062816
                     40,                0.20687,                0.20386,                0.25565,                 0.8589,                0.99706,                0.97746,                0.97665,                0.97665,                0.99706,                0.97746,                0.97665,                 0.9712,                0.13232,                0.21588,                0.15881,                0.78406,             0.00062435,             0.00062435,             0.00062435
                     41,                0.20648,                0.20339,                0.25471,                0.85708,                0.99635,                0.97746,                0.97719,                0.97667,                0.99635,                0.97746,                0.97719,                0.97068,                 0.1448,                0.16976,                0.16752,                0.78968,             0.00062054,             0.00062054,             0.00062054
                     42,                0.20411,                0.18621,                0.25525,                0.86026,                0.99661,                0.97703,                0.97654,                0.96797,                0.99661,                0.97703,                0.97654,                0.95492,                0.21427,                0.23616,                0.23888,                0.83969,             0.00061674,             0.00061674,             0.00061674
                     43,                0.20646,                0.20661,                0.25292,                0.85262,                 0.9931,                0.97746,                0.97528,                0.97528,                 0.9931,                0.97746,                0.97528,                0.96535,                0.14972,                0.18621,                 0.1816,                 0.7913,             0.00061293,             0.00061293,             0.00061293
                     44,                0.20561,                0.18171,                0.24825,                0.85943,                0.99674,                0.97746,                 0.9756,                 0.9756,                0.99674,                0.97746,                 0.9756,                0.96818,                0.14113,                0.18205,                0.17443,                0.78658,             0.00060912,             0.00060912,             0.00060912
                     45,                0.20752,                0.18933,                  0.256,                0.85755,                0.96044,                0.96322,                0.97586,                0.97549,                0.96044,                0.96322,                0.97586,                0.96864,                0.14785,                0.19674,                 0.2927,                0.79265,             0.00060532,             0.00060532,             0.00060532
                     46,                0.19534,                0.21117,                0.24152,                 0.8566,                0.99631,                0.97746,                0.97711,                0.97678,                0.99631,                0.97746,                0.97711,                0.96895,                0.14523,                0.17565,                0.16927,                0.79224,             0.00060151,             0.00060151,             0.00060151
                     47,                0.20787,                0.20982,                0.24576,                0.85747,                0.99698,                0.97746,                0.97571,                0.97408,                0.99698,                0.97746,                0.97571,                0.97131,                0.13988,                0.16595,                0.16102,                0.78869,             0.00059771,             0.00059771,             0.00059771
                     48,                 0.2122,                0.23492,                0.24725,                0.86638,                  0.995,                0.97746,                0.97651,                0.96108,                  0.995,                0.97746,                0.97651,                0.97021,                0.24247,                0.18303,                 0.2781,                0.85345,              0.0005939,              0.0005939,              0.0005939
                     49,                0.20669,                 0.2243,                0.24003,                0.85129,                 0.9969,                0.97746,                0.97631,                0.97417,                 0.9969,                0.97746,                0.97631,                  0.969,                0.14768,                0.17024,                0.17618,                0.79097,             0.00059009,             0.00059009,             0.00059009
                     50,                0.19603,                0.18897,                0.23038,                 0.8566,                0.99285,                0.97746,                0.97703,                0.97645,                0.99285,                0.97746,                0.97703,                0.96984,                0.13464,                0.19251,                0.17484,                0.78726,             0.00058629,             0.00058629,             0.00058629
                     51,                0.21367,                0.21341,                0.24067,                0.85326,                0.99631,                0.97746,                0.97704,                0.97704,                0.99631,                0.97746,                0.97704,                0.97157,                0.14316,                0.24637,                0.17577,                0.79082,             0.00058248,             0.00058248,             0.00058248
                     52,                0.19831,                0.19785,                0.22165,                0.84948,                0.91309,                0.91833,                0.97053,                0.87542,                0.91309,                0.91833,                0.97053,                0.96386,                0.44052,                0.20692,                0.56022,                 1.0057,             0.00057867,             0.00057867,             0.00057867
                     53,                0.19172,                 0.2141,                0.21981,                0.84721,                0.99711,                0.97746,                0.97694,                0.97694,                0.99711,                0.97746,                0.97694,                0.97051,                0.13755,                  0.212,                0.16112,                0.78749,             0.00057487,             0.00057487,             0.00057487
                     54,                0.18658,                0.18969,                0.22635,                0.85949,                0.99673,                0.97746,                 0.9757,                0.97533,                0.99673,                0.97746,                 0.9757,                0.96943,                0.13192,                0.24484,                0.14407,                 0.7843,             0.00057106,             0.00057106,             0.00057106
                     55,                0.19472,                0.19757,                0.23508,                0.86192,                0.99712,                0.97746,                 0.9784,                 0.9784,                0.99712,                0.97746,                 0.9784,                0.97156,                0.14629,                 0.2195,                0.16559,                0.79349,             0.00056725,             0.00056725,             0.00056725
                     56,                0.18964,                 0.2187,                0.22813,                0.85195,                 0.9955,                0.97746,                0.97821,                0.97786,                 0.9955,                0.97746,                0.97821,                 0.9716,                0.13529,                0.17382,                0.16402,                0.78937,             0.00056345,             0.00056345,             0.00056345
                     57,                0.18157,                0.16947,                0.21889,                0.85652,                 0.9959,                0.97746,                0.97957,                0.97957,                 0.9959,                0.97746,                0.97957,                0.96998,                0.13501,                0.17965,                 0.1487,                0.78775,             0.00055964,             0.00055964,             0.00055964
                     58,                 0.1875,                 0.1794,                 0.2197,                0.85564,                0.99415,                0.97746,                0.97776,                0.97776,                0.99415,                0.97746,                0.97776,                0.97035,                0.13823,                0.21405,                0.16605,                0.78684,             0.00055583,             0.00055583,             0.00055583
                     59,                0.19033,                0.16539,                0.21333,                0.84937,                0.99673,                0.97746,                0.97955,                0.97955,                0.99673,                0.97746,                0.97955,                0.97431,                0.12949,                0.22255,                 0.1523,                 0.7881,             0.00055203,             0.00055203,             0.00055203
                     60,                0.18872,                0.22208,                0.21112,                0.85384,                0.99649,                0.97746,                0.97877,                0.97877,                0.99649,                0.97746,                0.97877,                0.97612,                0.12122,                0.21975,                 0.1376,                0.78084,             0.00054822,             0.00054822,             0.00054822
                     61,                0.19075,                0.23492,                0.21845,                0.85346,                0.99684,                0.97746,                0.97852,                0.97748,                0.99684,                0.97746,                0.97852,                 0.9764,                0.14701,                0.19181,                0.14633,                 0.7932,             0.00054441,             0.00054441,             0.00054441
                     62,                0.19937,                0.25654,                0.22032,                0.85437,                0.99676,                0.97746,                0.97548,                0.97264,                0.99676,                0.97746,                0.97548,                0.96979,                0.15934,                0.17881,                 0.1802,                0.79603,             0.00054061,             0.00054061,             0.00054061
                     63,                0.20252,                0.17771,                0.22684,                0.85416,                0.99692,                0.97746,                0.97661,                0.97661,                0.99692,                0.97746,                0.97661,                 0.9691,                0.14084,                0.22142,                0.15144,                0.78901,              0.0005368,              0.0005368,              0.0005368
                     64,                0.18365,                0.18653,                0.21526,                0.85179,                0.99574,                0.97746,                0.97726,                0.97678,                0.99574,                0.97746,                0.97726,                0.96901,                0.13635,                 0.2558,                0.15846,                0.79002,             0.00053299,             0.00053299,             0.00053299
                     65,                0.18659,                0.18791,                0.20936,                0.85542,                0.99525,                0.97746,                0.97591,                0.97249,                0.99525,                0.97746,                0.97591,                0.96951,                 0.1566,                0.24029,                0.16644,                0.80445,             0.00052919,             0.00052919,             0.00052919
                     66,                0.18174,                0.17714,                0.20726,                0.84921,                0.99703,                0.97746,                0.97799,                0.97744,                0.99703,                0.97746,                0.97799,                0.97334,                0.14702,                0.24382,                 0.1666,                0.79736,             0.00052538,             0.00052538,             0.00052538
                     67,                0.18279,                0.19322,                0.20315,                0.85155,                0.99585,                0.97746,                 0.9795,                0.97885,                0.99585,                0.97746,                 0.9795,                 0.9745,                0.13274,                0.25112,                0.15116,                0.78634,             0.00052157,             0.00052157,             0.00052157
                     68,                    inf,                0.17061,                0.20036,                0.84805,                0.99683,                0.97746,                0.98107,                0.98107,                0.99683,                0.97746,                0.98107,                0.97602,                0.13553,                0.25154,                0.14532,                0.78564,             0.00051777,             0.00051777,             0.00051777
                     69,                0.19351,                0.19153,                0.20858,                0.85456,                0.99549,                0.97746,                 0.9793,                 0.9793,                0.99549,                0.97746,                 0.9793,                0.97541,                0.12626,                0.16552,                0.15269,                0.78638,             0.00051396,             0.00051396,             0.00051396
                     70,                0.18454,                 0.1448,                0.20313,                0.84768,                0.99699,                0.97746,                0.98214,                0.98158,                0.99699,                0.97746,                0.98214,                0.97772,                0.13827,                 0.1736,                0.14051,                0.78765,             0.00051015,             0.00051015,             0.00051015
                     71,                0.18291,                0.18988,                0.20232,                 0.8497,                0.99568,                0.97746,                0.97852,                 0.9775,                0.99568,                0.97746,                0.97852,                0.97076,                0.14153,                0.18723,                0.15659,                0.79147,             0.00050635,             0.00050635,             0.00050635
                     72,                0.18123,                0.19902,                0.19413,                0.85269,                0.99712,                0.97746,                 0.9795,                0.97774,                0.99712,                0.97746,                 0.9795,                0.97283,                0.14764,                 0.1584,                0.15044,                0.79271,             0.00050254,             0.00050254,             0.00050254
                     73,                0.18112,                0.19088,                0.19477,                0.85526,                0.99549,                0.97746,                0.97945,                0.97945,                0.99549,                0.97746,                0.97945,                0.97335,                0.13515,                0.25005,                0.14082,                0.78575,             0.00049873,             0.00049873,             0.00049873
                     74,                0.18513,                0.18537,                0.20836,                0.85309,                0.99693,                0.97746,                0.97711,                0.97505,                0.99693,                0.97746,                0.97711,                0.96965,                0.13277,                0.25508,                0.15133,                0.79134,             0.00049493,             0.00049493,             0.00049493
                     75,                0.18352,                0.21898,                0.20211,                0.85313,                0.99656,                0.97746,                0.98259,                0.98259,                0.99656,                0.97746,                0.98259,                0.97468,                0.13174,                0.20096,                0.15397,                0.78477,             0.00049112,             0.00049112,             0.00049112
                     76,                 0.1841,                0.19519,                0.19041,                0.84723,                0.99594,                0.96746,                0.97813,                0.97813,                0.99594,                0.96746,                0.97813,                0.97043,                0.13909,                0.33305,                0.17001,                0.79213,             0.00048732,             0.00048732,             0.00048732
                     77,                0.17709,                0.18814,                0.19714,                0.84767,                0.99678,                0.97746,                0.98016,                 0.9796,                0.99678,                0.97746,                0.98016,                0.97515,                0.14526,                0.25671,                0.16622,                0.79209,             0.00048351,             0.00048351,             0.00048351
                     78,                0.18117,                0.20107,                0.18965,                0.84859,                0.99628,                0.97717,                0.97696,                0.97696,                0.99628,                0.97717,                0.97696,                0.96939,                0.13131,                0.18136,                0.15198,                0.79219,              0.0004797,              0.0004797,              0.0004797
                     79,                0.17799,                0.18015,                0.19072,                0.85063,                0.99621,                0.97746,                0.98043,                0.98043,                0.99621,                0.97746,                0.98043,                0.97559,                0.11595,                0.16023,                0.13436,                0.77969,              0.0004759,              0.0004759,              0.0004759
                     80,                0.17471,                0.16659,                0.19286,                0.84612,                 0.9968,                0.97746,                0.97921,                0.97888,                 0.9968,                0.97746,                0.97921,                0.97359,                0.11674,                 0.2072,                0.13124,                0.77732,             0.00047209,             0.00047209,             0.00047209
                     81,                0.17007,                0.16159,                0.18745,                0.85026,                0.99666,                0.97746,                0.97903,                0.97903,                0.99666,                0.97746,                0.97903,                0.97228,                0.11288,                0.19308,                0.12481,                0.77848,             0.00046828,             0.00046828,             0.00046828
                     82,                0.17456,                0.18745,                0.19099,                0.85021,                0.99686,                0.97746,                0.97738,                0.97738,                0.99686,                0.97746,                0.97738,                0.97228,                0.11289,                0.17385,                0.13209,                0.77641,             0.00046448,             0.00046448,             0.00046448
                     83,                0.16964,                0.18851,                 0.1737,                0.85269,                0.99732,                0.97746,                0.97896,                0.97896,                0.99732,                0.97746,                0.97896,                0.97475,                0.11015,                0.19596,                0.12354,                 0.7755,             0.00046067,             0.00046067,             0.00046067
                     84,                0.16819,                 0.1909,                0.17377,                0.84193,                 0.9972,                0.97746,                 0.9778,                0.97744,                 0.9972,                0.97746,                 0.9778,                 0.9712,                0.11882,                0.18724,                0.13266,                0.78155,             0.00045686,             0.00045686,             0.00045686
                     85,                0.17701,                0.14312,                0.18447,                0.85118,                0.99563,                0.97746,                0.97914,                0.97914,                0.99563,                0.97746,                0.97914,                0.97392,                0.11519,                0.21934,                0.12435,                0.77683,             0.00045306,             0.00045306,             0.00045306
                     86,                0.16784,                0.19326,                0.17677,                0.84889,                0.99662,                0.97746,                0.97906,                0.97906,                0.99662,                0.97746,                0.97906,                0.97497,                0.10938,                 0.1928,                0.11196,                 0.7746,             0.00044925,             0.00044925,             0.00044925
                     87,                0.17516,                0.19616,                0.18179,                 0.8519,                0.99755,                0.97746,                0.98238,                 0.9819,                0.99755,                0.97746,                0.98238,                0.97519,                0.11797,                0.22365,                0.12843,                0.78358,             0.00044544,             0.00044544,             0.00044544
                     88,                0.17398,                0.18824,                0.18186,                0.84543,                0.99726,                0.97746,                0.97689,                0.97614,                0.99726,                0.97746,                0.97689,                0.97046,                0.10972,                0.20683,                0.12282,                0.77897,             0.00044164,             0.00044164,             0.00044164
                     89,                0.17021,                0.16693,                0.17747,                0.84574,                0.99737,                0.97746,                0.97781,                0.97781,                0.99737,                0.97746,                0.97781,                0.97064,                0.11567,                0.20454,                0.12505,                0.77817,             0.00043783,             0.00043783,             0.00043783
                     90,                0.17485,                0.20394,                0.18594,                0.84738,                0.99709,                0.97746,                0.97832,                0.97663,                0.99709,                0.97746,                0.97832,                0.97307,                0.11647,                 0.1908,                0.12033,                0.77959,             0.00043402,             0.00043402,             0.00043402
                     91,                0.17269,                0.15073,                0.17791,                 0.8471,                 0.9972,                0.97746,                0.97923,                0.97923,                 0.9972,                0.97746,                0.97923,                0.97567,                0.11056,                0.21148,                0.13024,                0.77666,             0.00043022,             0.00043022,             0.00043022
                     92,                0.17861,                0.18821,                0.18588,                 0.8545,                 0.9969,                0.97746,                0.98205,                0.98205,                 0.9969,                0.97746,                0.98205,                0.97683,                0.10492,                0.18939,                0.11786,                0.77539,             0.00042641,             0.00042641,             0.00042641
                     93,                0.17493,                0.16949,                0.18218,                0.84722,                0.99729,                0.97746,                0.97869,                0.97869,                0.99729,                0.97746,                0.97869,                0.96969,                0.11289,                0.18816,                0.12878,                 0.7786,              0.0004226,              0.0004226,              0.0004226
                     94,                0.16015,                0.18477,                0.17638,                0.83882,                0.99718,                0.97746,                0.98304,                0.98304,                0.99718,                0.97746,                0.98304,                0.97563,                0.09537,                0.22916,                0.11274,                0.77013,              0.0004188,              0.0004188,              0.0004188
